4,circle,Dynamic,Green,76.80000305175781,101.08367156982422,,,,,11.5
5,circle,Dynamic,Blue,153.60000610351562,101.08367156982422,,,,,11.5
6,User Circle,Dynamic,Red,73,33,,,,,3
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,38.400001525878906,177.8836669921875,,,,,11.5
5,circle,Dynamic,Blue,115.19999694824219,181.8836669921875,,,,,15.5
6,User Circle,Dynamic,Red,137,106,,,,,23
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,102.40000915527344,97.08366394042969,,,,,7.5
5,circle,Dynamic,Blue,230.39999389648438,101.08367156982422,,,,,11.5
6,User Circle,Dynamic,Red,80,227,,,,,19
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,12.80000114440918,62.68367004394531,,,,,11.5
5,circle,Dynamic,Blue,192.0,66.68366241455078,,,,,15.5
6,User Circle,Dynamic,Red,5,6,,,,,3
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,25.60000228881836,173.8836669921875,,,,,7.5
5,circle,Dynamic,Blue,204.80001831054688,173.8836669921875,,,,,7.5
6,User Circle,Dynamic,Red,11,27,,,,,9
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,128.0,181.8836669921875,,,,,15.5
5,circle,Dynamic,Blue,204.80001831054688,177.8836669921875,,,,,11.5
6,User Circle,Dynamic,Red,114,231,,,,,11
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,128.0,212.28366088867188,,,,,7.5
5,circle,Dynamic,Blue,243.1999969482422,216.28366088867188,,,,,11.5
6,User Circle,Dynamic,Red,114,231,,,,,11
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,140.8000030517578,58.68367004394531,,,,,7.5
5,circle,Dynamic,Blue,243.1999969482422,62.68367004394531,,,,,11.5
6,User Circle,Dynamic,Red,135,176,,,,,11
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,51.20000457763672,101.08367156982422,,,,,11.5
5,circle,Dynamic,Blue,102.40000915527344,101.08367156982422,,,,,11.5
6,User Circle,Dynamic,Red,114,231,,,,,11
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,89.5999984741211,216.28366088867188,,,,,11.5
5,circle,Dynamic,Blue,153.60000610351562,220.28366088867188,,,,,15.5
6,User Circle,Dynamic,Red,77,37,,,,,5
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,51.20000457763672,216.28366088867188,,,,,11.5
5,circle,Dynamic,Blue,217.60000610351562,216.28366088867188,,,,,11.5
6,User Circle,Dynamic,Red,47,88,,,,,14
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,12.80000114440918,216.28366088867188,,,,,11.5
5,circle,Dynamic,Blue,192.0,216.28366088867188,,,,,11.5
6,User Circle,Dynamic,Red,225,91,,,,,29
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,140.8000030517578,58.68367004394531,,,,,7.5
5,circle,Dynamic,Blue,230.39999389648438,66.68366241455078,,,,,15.5
6,User Circle,Dynamic,Red,131,121,,,,,7
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,12.80000114440918,173.8836669921875,,,,,7.5
5,circle,Dynamic,Blue,115.19999694824219,177.8836669921875,,,,,11.5
6,User Circle,Dynamic,Red,5,6,,,,,3
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,25.60000228881836,173.8836669921875,,,,,7.5
5,circle,Dynamic,Blue,140.8000030517578,177.8836669921875,,,,,11.5
6,User Circle,Dynamic,Red,170,106,,,,,19
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,115.19999694824219,216.28366088867188,,,,,11.5
5,circle,Dynamic,Blue,217.60000610351562,212.28366088867188,,,,,7.5
6,User Circle,Dynamic,Red,225,91,,,,,29
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,89.5999984741211,58.68367004394531,,,,,7.5
5,circle,Dynamic,Blue,243.1999969482422,62.68367004394531,,,,,11.5
6,User Circle,Dynamic,Red,80,227,,,,,19
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,102.40000915527344,216.28366088867188,,,,,11.5
5,circle,Dynamic,Blue,192.0,220.28366088867188,,,,,15.5
6,User Circle,Dynamic,Red,225,91,,,,,29
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,64.0,173.8836669921875,,,,,7.5
5,circle,Dynamic,Blue,128.0,177.8836669921875,,,,,11.5
6,User Circle,Dynamic,Red,47,88,,,,,14
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,64.0,216.28366088867188,,,,,11.5
5,circle,Dynamic,Blue,153.60000610351562,216.28366088867188,,,,,11.5
6,User Circle,Dynamic,Red,47,88,,,,,14
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,64.0,220.28366088867188,,,,,15.5
5,circle,Dynamic,Blue,179.1999969482422,212.28366088867188,,,,,7.5
6,User Circle,Dynamic,Red,197,32,,,,,21
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,38.400001525878906,220.28366088867188,,,,,15.5
5,circle,Dynamic,Blue,128.0,216.28366088867188,,,,,11.5
6,User Circle,Dynamic,Red,137,106,,,,,23
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,51.20000457763672,212.28366088867188,,,,,7.5
5,circle,Dynamic,Blue,179.1999969482422,216.28366088867188,,,,,11.5
6,User Circle,Dynamic,Red,47,88,,,,,14
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,51.20000457763672,66.68366241455078,,,,,15.5
5,circle,Dynamic,Blue,217.60000610351562,62.68367004394531,,,,,11.5
6,User Circle,Dynamic,Red,37,150,,,,,23
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,76.80000305175781,181.8836669921875,,,,,15.5
5,circle,Dynamic,Blue,140.8000030517578,181.8836669921875,,,,,15.5
6,User Circle,Dynamic,Red,170,106,,,,,19
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,140.8000030517578,143.48367309570312,,,,,15.5
5,circle,Dynamic,Blue,217.60000610351562,135.48367309570312,,,,,7.5
6,User Circle,Dynamic,Red,223,228,,,,,5
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,76.80000305175781,220.28366088867188,,,,,15.5
5,circle,Dynamic,Blue,179.1999969482422,212.28366088867188,,,,,7.5
6,User Circle,Dynamic,Red,197,32,,,,,21
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,38.400001525878906,181.8836669921875,,,,,15.5
5,circle,Dynamic,Blue,115.19999694824219,181.8836669921875,,,,,15.5
6,User Circle,Dynamic,Red,137,106,,,,,23
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,89.5999984741211,181.8836669921875,,,,,15.5
5,circle,Dynamic,Blue,192.0,173.8836669921875,,,,,7.5
6,User Circle,Dynamic,Red,62,219,,,,,18
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,192.0,135.48367309570312,,,,,7.5
5,circle,Dynamic,Blue,243.1999969482422,135.48367309570312,,,,,7.5
6,User Circle,Dynamic,Red,170,106,,,,,19
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,25.60000228881836,66.68366241455078,,,,,15.5
5,circle,Dynamic,Blue,153.60000610351562,62.68367004394531,,,,,11.5
6,User Circle,Dynamic,Red,173,53,,,,,10
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,51.20000457763672,212.28366088867188,,,,,7.5
5,circle,Dynamic,Blue,115.19999694824219,212.28366088867188,,,,,7.5
6,User Circle,Dynamic,Red,47,88,,,,,14
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,25.60000228881836,62.68367004394531,,,,,11.5
5,circle,Dynamic,Blue,230.39999389648438,62.68367004394531,,,,,11.5
6,User Circle,Dynamic,Red,11,27,,,,,9
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,12.80000114440918,212.28366088867188,,,,,7.5
5,circle,Dynamic,Blue,102.40000915527344,216.28366088867188,,,,,11.5
6,User Circle,Dynamic,Red,5,6,,,,,3
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,89.5999984741211,58.68367004394531,,,,,7.5
5,circle,Dynamic,Blue,192.0,66.68366241455078,,,,,15.5
6,User Circle,Dynamic,Red,220,190,,,,,19
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,51.20000457763672,216.28366088867188,,,,,11.5
5,circle,Dynamic,Blue,140.8000030517578,220.28366088867188,,,,,15.5
6,User Circle,Dynamic,Red,47,88,,,,,14
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,102.40000915527344,173.8836669921875,,,,,7.5
5,circle,Dynamic,Blue,140.8000030517578,173.8836669921875,,,,,7.5
6,User Circle,Dynamic,Red,149,230,,,,,6
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,64.0,181.8836669921875,,,,,15.5
5,circle,Dynamic,Blue,166.39999389648438,181.8836669921875,,,,,15.5
6,User Circle,Dynamic,Red,47,88,,,,,14
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,89.5999984741211,212.28366088867188,,,,,7.5
5,circle,Dynamic,Blue,230.39999389648438,212.28366088867188,,,,,7.5
6,User Circle,Dynamic,Red,235,181,,,,,6
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,153.60000610351562,101.08367156982422,,,,,11.5
5,circle,Dynamic,Blue,204.80001831054688,101.08367156982422,,,,,11.5
6,User Circle,Dynamic,Red,135,176,,,,,11
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,64.0,58.68367004394531,,,,,7.5
5,circle,Dynamic,Blue,153.60000610351562,58.68367004394531,,,,,7.5
6,User Circle,Dynamic,Red,47,88,,,,,14
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,128.0,97.08366394042969,,,,,7.5
5,circle,Dynamic,Blue,243.1999969482422,101.08367156982422,,,,,11.5
6,User Circle,Dynamic,Red,114,231,,,,,11
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,38.400001525878906,58.68367004394531,,,,,7.5
5,circle,Dynamic,Blue,76.80000305175781,58.68367004394531,,,,,7.5
6,User Circle,Dynamic,Red,77,37,,,,,5
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,153.60000610351562,173.8836669921875,,,,,7.5
5,circle,Dynamic,Blue,243.1999969482422,173.8836669921875,,,,,7.5
6,User Circle,Dynamic,Red,137,106,,,,,23
object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
