00000-059.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"From left to right, the medium green ball and medium blue ball are at the top, with a large red ball underneath the blue ball about halfway down.","All of the balls drop, with the red ball landing first on the ground. The blue ball bumps into it and rolls to the left, and as the green ball reaches the grond, the blue ball rolls to meet it."
00000-030.txt,small dynamic green ball and medium sized dynamic blue ball,"A green ball hovers at the top right. A red ball is right below it hovering. A black bar is right below it hovering. A purple bar is the floor.","The balls fall down. The red ball rolls to the left on the black bar and falls off onto the purple bar at the center left. The green ball hits the red ball, falls off the black bar, and lands at the right corner on the purple bar."
00000-022.txt,small dynamic green ball and medium sized dynamic blue ball,"A green and slightly large blue ball are two thirds the way up in elevation. A small red ball rests on the ground below the green ball and to its left.","The green ball falls on the red balls right side and is propelled to the right. The green ball rolls until touching the blue ball."
00000-029.txt,small dynamic green ball and medium sized dynamic blue ball,"From left to right the green, blue, and red balls are all suspended in the air.","The balls fall, and as they do the blue ball bounces off of the red ball and rolls to the left to touch the green  ball."
00000-037.txt,medium sized dynamic green ball and small dynamic blue ball,"A green ball hovers at the top middle. A blue ball hovers in the top right. A red ball hovers in the middle right.","All the balls fall down. The blue ball lands on the red ball and rolls off into the green ball. The red ball is in the right corner. The green and blue ball are in the middle."
00000-099.txt,small dynamic green ball and medium sized dynamic blue ball,"There is a green ball and blue ball suspended in the air at mid height next to each other.  The red ball is just above the green ball suspended.","All three balls falls and the red ball lands on top of the green ball.  The red ball rolls off the green ball to the left and pushes the green ball toward the blue ball on the right side."
00000-086.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"A red ball hovers at the center right. A green ball hovers at the center top. The blue ball hovers at the center top right.","The ball drops. The red ball drops straight down. The blue ball rolls left into the green ball on the floor after bouncing off the red ball. They both land at the left corner."
00000-028.txt,small dynamic green ball and medium sized dynamic blue ball,"There is a red ball suspended and the green ball just above it suspended in the air.  There is a blue ball suspended at the same height on the right side of the green ball.","All the balls fall.  The red ball hits the ground and the green ball falls on top of the red ball and rolls to the right.  The blue ball hits the ground and the green ball rolls into the blue ball."
00000-088.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"There is a red ball suspended in the air.  There is a green ball suspended above the red ball and a blue ball suspended at the same height of the green ball on the right side of it.","The three balls fall and the red ball lands on the ground.  The green ball lands on the red ball and rolls off the right side into the blue ball on the ground."
00000-014.txt,medium sized dynamic green ball and small dynamic blue ball,"There's a large red ball near the bottom right, a medium green ball on the  top left, and a small blue ball on the top right.","The blue ball falls and bumps into the red ball, causing it to roll to the left. The blue ball continues rolling left until it collides with the green ball."
00000-084.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"A green ball hovers at the top right corner. A blue ball hovers at the top center. A red ball hovers at the bottom center.","All the balls drop down. The green ball lands in the left corner. The red ball lands at the center. The blue ball lands on the red ball and rolls over to the right of the green ball."
00000-070.txt,small dynamic green ball and medium sized dynamic blue ball,"The green and blue balls are halfway up vertically. The smaller green ball on the left has a larger red ball below it, slightly to the left of center.","They all fall with the red ball reaching the ground first. The blue ball falls the ground and stops. The green ball falls on the larger red now on the ground and is propelled to the right rolling until it touches the blue ball."
00000-004.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"The green and slightly smaller blue are at the same height about a third the way up. Above the green and slightly to the left is a large red ball.","The balls drop down with the green and blue hitting the ground and stopping. The red falls onto the green on the left side propelling the green across the ground until it touches the blue ball."
00000-015.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"Three medium sized balls are placed equal distance apart. From left to right they are green, blue, and red.","When the balls fall, the blue ball bumps the edge of the red ball and begins rolling to the left. It continues rolling until it collides with the green ball."
00000-031.txt,medium sized dynamic green ball and small dynamic blue ball,"The large green ball is hovering in the middle. The smallest of the three balls, the red ball is hovering near the top and closer towards the right end. The medium-sized blue ball is positioned directly below the red ball. Both the green and blue balls are positioned at the same height.","All the three balls fall down. The green and red balls land simultaneously at the bottom. The red ball hits the blue ball, lands at the bottom and slides towards the right end. As a result of the impact, the blue ball slides towards left and touches the green ball."
00000-076.txt,medium sized dynamic green ball and small dynamic blue ball,"There is no platform in the bar chart. There are there balls like red ball, green ball and blue ball. The red ball is greater than the other two balls.","The red ball is on the bottom. The green ball and the blue ball are fall from the top of the chart to the bottom"
00000-057.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"A large red ball is in the center of the screen, with a green and blue ball slightly higher and to the left.","When the balls drop, the large red ball lands first and the blue ball bumps into it. The blue ball then rolls to the left, and continues rolling until it meets the green ball."
00000-067.txt,medium sized dynamic green ball and small dynamic blue ball,"There are, from left to right, a large red ball, medium green ball, and small blue ball in the air near the top. The red and green are closer together than the blue.","The red and green balls fall, and the green ball knocks into the red, sending the red to the left and the green to the right. The green keeps traveling until it touches the blue ball."
00000-050.txt,small dynamic green ball and small dynamic blue ball,"The green and blue ball are the same size and at the halfway point in elevation. A large red ball is below the green and to the left.","All the balls drop, with the large red hitting the ground first. The blue falls to the ground also. The green falls onto the red on the right side which propels it to the right moving until it touches the blue ball."
00000-069.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"All three balls: green, blue, and red, hover in the center height of the area. The green ball is to the left, and the blue red balls are more to the right of center and touching each other.","As the balls fall, the blue and red knock into each other, sending the blue to the left. The green ball lands on the floor, and the blue ball rolls to meet it until they touch."
00000-025.txt,small dynamic green ball and small dynamic blue ball,"A red ball hovers at the center left. A green ball hovers at the center top left. The blue ball hovers at the center top.","The balls fall. The green ball bounces off the red ball and hits the blue ball at the center. The red ball falls straight down. The blue ball lands at the center."
00000-098.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"A blue and green ball of the same size are a third the way up from the bottom. A red ball is below the green ball slightly to its right on the ground.","The green and blue ball fall, with the green ball landing on the red balls right side. The collision propels it to the right until it runs into the blue ball."
00000-046.txt,small dynamic green ball and medium sized dynamic blue ball,"There is a red ball on the ground on the left side and a green ball suspended above it with a blue ball suspended beside the green ball.","The green and blue balls fall.  The green ball falls on top of the red ball and rolls off on the right side rolling into the blue ball."
00000-000.txt,small dynamic green ball and medium sized dynamic blue ball,"From left to right, the small green, large blue, and large red ball are all in t he air.","All three balls drop. The green and blue hit the ground first and are stationary, while the red falls and bumps into the blue ball. THe blue ball rolls and knocks the green ball and they touch."
00000-058.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"The green and blue balls are near the top. Below the green on the left is a red ball above halfway down.","The balls drop down, with the red hitting the floor. The blue falls and hits the floor. The green falls on the red's right side and is pushed to the right."
00000-092.txt,small dynamic green ball and small dynamic blue ball,"The green and blue balls are equally sized and placed a short distance apart from each other in the near middle. A tiny red dot is positioned a little above them.","The balls fall, and the green and blue land apart and at the same time due to their starting positions. The red ball falls and hits the blue ball, knocking it left towards the green ball until they collide."
00000-003.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"A green ball hovers at the top left. A blue ball hovers at the top center right. A red ball hovers at the left center.","The balls fall down. The green ball hits the red ball and moves the blue ball towards the right corner and is to the left of the blue ball. The red ball rolls at the left corner."
00000-095.txt,small dynamic green ball and small dynamic blue ball,"From left to right, the green, blue, and red balls are all the same size and floating in the air. The green ball is further to the left, and the blue and red balls are above one another on the right side.","The balls fall and land on the bottom, with the blue ball landing on top of the red ball and rolling off to the left. It continues to roll until it reaches the green ball."
00000-056.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"All three balls are suspended in the air. the green ball and the blue ball are at the same level with the blue ball farthest to the right and the green ball to it's left. The red ball is suspended above and slightly to the left of the green ball.","All three balls fall, the blue and green reach the bottom first. The red then lands on the top left side of the green ball sending the green ball to the right and the red ball to the left. The green ball moves right until it comes to rest touching the blue ball."
00000-026.txt,small dynamic green ball and small dynamic blue ball,"A green and blue ball about a third the way up in elevation are the same size. A larger red ball is to the left of center of the green ball.","The balls fall with the green and blue hitting the ground. The red ball falls on the left side of the green ball, pushing it to the right, which makes it roll until touching the blue ball."
00000-055.txt,small dynamic green ball and medium sized dynamic blue ball,"A red ball is hovering at the top center. A green ball is hovering at the center center. A blue ball is hovering at the right center.","All the balls fall down. The red ball lands on the green ball causing it to roll over to the blue ball in the right corner. The right ball rolls into the left corner."
00000-089.txt,small dynamic green ball and small dynamic blue ball,"Three small balls are in the bottom left hand corner of the area. The green and blue are the same size and directly across from each other, and underneath the blue is tiny red.","The green and blue fall, with the blue landing on the tiny red. This causes the blue to roll to the left and collide with the green."
00000-075.txt,small dynamic green ball and small dynamic blue ball,"A red ball hovers at the center center. A green ball hovers over the red ball at the center top. The blue ball hovers at the center far right.","All the balls drop down. The red ball lands at the center. The blue ball lands at the right corner. The green ball lands on the red ball, rolls over to the right, and rolls to the left of the blue ball."
00000-071.txt,small dynamic green ball and medium sized dynamic blue ball,"The large red ball is hovering in the middle towards the left end. The smallest of the three balls, the green ball is hovering slightly right above the red ball. The medium-sized blue ball is positioned near the top and closer to the right end. Both the green and blue balls are positioned at the same height.","All the three balls fall down. The red ball lands at the bottom first. The blue ball too hits the bottom. The green ball hits the red ball, lands at the bottom, bounces towards the right and hits the blue ball. As a result the blue ball slides towards the right end followed by the green ball. As a result of impact with green ball, the red ball moves very slightly towards left."
00000-060.txt,small dynamic green ball and medium sized dynamic blue ball,"A green ball is in the left center of the frame and a red one is in the right center. Beneath the green ball is a red ball. They are all about the same size.","The red ball is closest to the ground, so it lands first and the green ball bumps into it. This sends the red ball to the left and the green ball to the right, where it collides with the blue ball that has fallen straight down."
00000-042.txt,small dynamic green ball and small dynamic blue ball,"There are three balls like red, blue and green ball. The green ball is slightly greater than than other two ball. The balls are fall to the bottom","There is no platform. The green ball is slightly greater than than other two ball. The balls are fall to the bottom from the top. The red ball is fall to the green ball and moves to the left of the green ball"
00000-082.txt,medium sized dynamic green ball and medium sized dynamic blue ball,"A red ball hovers at the center top. A green ball hovers at the center bottom. The blue ball hovers at the bottom right.","The balls drop. The red ball lands on the green ball and rolls at the left corner. The green ball rolls over to the blue ball which are both at the right on the floor."
00000-018.txt,small dynamic green ball and medium sized dynamic blue ball,"A red ball is in the top middle hovering. The blue ball is hovering in the center center. The green ball is hovering in the center left.","The balls lands on the ground. The red ball lands, hits the blue ball, and rolls to the right corner. The blue ball hits the red ball and rolls to the left corner. The green ball is in the corner to the left of the blue ball."
00000-077.txt,small dynamic green ball and small dynamic blue ball,"There is a medium red sized ball about halfway down the area on the left side, and two smaller green and blue balls above it. The small green ball is almost directly above the red ball, and the blue ball is to the right.","The balls fall, with the red ball hitting the ground first since it wasn't as high up. The green ball lands on top and falls off to the right, continuing to roll until it meets with the blue ball that fell straight down."
00001-079.txt,static purple bar and small dynamic green ball,"There is a green ball suspended just above the black platform and a red ball suspended above the green ball.","Both of the balls fall and the green ball hits the black platform first.  the red ball falls onto the green ball and rolls off the right side pushing the green ball to the left and into the purple bar."
00001-056.txt,static purple bar and small dynamic green ball,"There is a black bar and a green ball suspended above it.  There is a red ball suspended above the green ball slightly to the right.","The balls fall. The green ball hits the black bar first and the red ball lands on the green ball.  The red ball rolls off the green ball to the right side and pushes the green ball to the left into the corner of the purple bar."
00001-070.txt,static purple bar and small dynamic green ball,"There is a black platform with a green ball suspended above the platform and the red ball suspended above the green ball.","Both of the balls fall on the platform and the red ball lands on the green ball.  It rolls off the green ball and pushes it into the right corner touching the purple bar."
00001-020.txt,static purple bar and small dynamic green ball,"There is a black platform, and the right wall is purple. A small green ball is to the right near the black platform and a larger red ball is further up near the top.","The red ball falls and bumps into the green ball, sending the green ball to the left against the purple wall."
00001-032.txt,static purple bar and small dynamic green ball,"The red ball is in the air, while the green ball is in the center of black line.","The red ball falls and hits the green ball, and it rolls to the purple line."
00001-026.txt,static purple bar and small dynamic green ball,"A red large ball is above a small green ball on the left side. The green ball is on a black platform and a purple vertical bar is on the left side.","The large red ball falls onto the green ball, pushing it toward the left side of the wall. The red ball rolls to the right side and the green rolls to the left until touching the purple vertical bar."
00001-098.txt,static purple bar and small dynamic green ball,"The red ball is in the air above the green ball and black line.","The red ball falls and bumps the green ball. The green ball rolls and touches the purple line."
00001-073.txt,static purple bar and small dynamic green ball,"There is a green ball suspended in the air and a red ball above the green ball.  There is a black platform below the balls.","The balls fall and the green ball lands on the platform.  The red ball falls onto the green ball and rolls off to the left side pushing the green ball into the right corner touching the purple bar."
00001-037.txt,static purple bar and small dynamic green ball,"The red ball is in the top right. It is hovering over the green ball. The green ball is hovering over the black bench. The purple bar is on the far right.","The red ball drops on top of the green ball. The red ball rolls to the left. The green ball roll to the right and gets stuck between the bench and purple bar."
00001-071.txt,static purple bar and small dynamic green ball,"There is a black bar running along the bottom with a small gap at each end. Th purple bar is vertical along the right side. The green ball is suspended  over the black bar slightly to the right of center. The larger red ball is placed above and slightly to the left of the green ball.","The balls fall towards the black bar. The green ball lands on the black bar and then the red ball lands on the upper left side of the green ball pushing the green ball to the right and the red ball to the left. The green ball comes to a stop against the purple bar on the right and hanging over the gap at the end of the black bar."
00001-000.txt,static purple bar and small dynamic green ball,"The large red ball is in the middle of the screen, with a tiny green ball underneath it. Both balls hover over a black platform with a purple line on the right.","The green ball lands on the black platform first, and the red ball drops on top of it. The red ball rolls to the left and the green ball rolls ot the right, touching the purple wall on the right side."
00001-064.txt,static purple bar and small dynamic green ball,"There is a black platform floor and a purple wall on the left. A tiny green ball is barely above the floor on the left side and a larger red ball is towards top, but almost directly above the green ball.","The green ball falls and hits the ground first, but the red ball lands almost on top of it and pushes it to the left. It rolls all the way to the purple wall and makes contact."
00001-033.txt,static purple bar and small dynamic green ball,"The large red ball and green ball are in the air above a flat black platform. The purple line is on the right. Both balls are on the right hand side, but the green ball is closer to the floor and the red ball is in the air.","The balls drop, and the red ball lands on the green ball. The red ball rolls off to the left and makes the green ball roll to the right until it touches the  purple wall there."
00001-083.txt,static purple bar and small dynamic green ball,"The black platform is in the bottom, with a distance to the right wall slightly larger than the size of the red ball. The green ball was placed in the black platform. The purple bar in the left side. The purple bar at the left side.","The red ball fall from the top. The black platform is in the bottom, with a distance to the right wall slightly larger than the size of the red ball. The green ball was placed in the black platform. The purple bar in the left side.The red ball fall to the black platform and the green ball moves to the left side and the red ball at the right side.The purple bar at the left side."
00001-022.txt,static purple bar and medium sized dynamic green ball,"There is a green bar on the black platform with a red ball suspended above the green ball.","The red ball falls onto the green ball and rolls off to the right side pushing the green ball to the left into the purple bar."
00001-078.txt,static purple bar and small dynamic green ball,"A green ball in the middle horizontally is above a black platform about a ball width. Above the green ball is a very large red ball. A vertical purple bar is on the right side.","The red ball falls on the left side of the green ball which propels the green ball to the right and the red ball to the left. The green ball rolls until touching the right vertical purple bar and the red moves lefts until at the left side wall."
00001-082.txt,static purple bar and medium sized dynamic green ball,"The small red ball and larger green ball hover directly above the black platform. The purple line is vertical on the right.","The green  ball falls and bumps the red ball, causing the red ball to roll to the left and the green ball to roll to the right. The green ball continues rolling until it hits the purple wall."
00001-007.txt,static purple bar and small dynamic green ball,"The black platform is in the middle, with a distance to the right wall slightly larger than the size of the green ball.The green ball is hovering over the black platform.The red ball and green ball on the purple platform. The purple platform at the right side.","The black platform is in the middle, and the green ball fall from black platform to the purple platform. The red ball falls from the purple platform to the bottom. The purple platform at the right side"
00001-001.txt,static purple bar and small dynamic green ball,"There is a green ball suspended above a black platform.  There is a red ball suspended above the green ball.","The green and red balls fall.  The green ball lands on the platform and the red ball hits the green ball and rolls to the right while pushing the green ball to the left into the purple bar."
00001-038.txt,static purple bar and small dynamic green ball,"The green and red balls are in the center of the area. The green ball is near the floor and the red ball is at the top. The purple line is on the left wall.","The balls drop, with the green ball landing on the floor and the red ball falling to bump it from above. The green ball rolls to the left after being bumped and touches the purple wall."
00001-068.txt,static purple bar and medium sized dynamic green ball,"There is a black platform with a green ball suspended above it and a red ball suspended above the green ball.","The green and red balls fall.  The red ball falls on top of the green ball and rolls to the right and pushes the green ball to the left into the purple bar."
00001-088.txt,static purple bar and small dynamic green ball,"The green  ball rests on the black platform and the red ball is in the air directly above it. The purple line is vertical on the left.","The red ball falls and knocks the green ball, causing it to roll to the left and stop at the purple wall, touching it."
00001-009.txt,static purple bar and small dynamic green ball,"There is a black horizontal platform and a purple wall on the left. A small green ball and large red ball are placed in the air, almost on top of each other with the green ball closest to the platform.","The green ball falls and lands first, and the red ball lands on top of it, but in a way that it pushes the green ball towards hte purple wall."
00001-003.txt,static purple bar and small dynamic green ball,"There is a green ball suspended above a black platform.  There is a red ball suspended above the green ball.","The green and red balls fall.  The green ball lands on the platform and the red ball hits the green ball and rolls to the right while pushing the green ball to the left into the purple bar."
00001-052.txt,static purple bar and small dynamic green ball,"There is a black bar along the bottom and a purple one on the right side. There's a minuscule red ball near the center and a small green one above it.","As the balls fall, the red hits the bottom first and then the green knocks it. The red is knocked to the left and the green rolls to the right to touch the purple bar."
00001-034.txt,static purple bar and small dynamic green ball,"There is a black bar and a green ball suspended just above the black bar that is horizontal.  there is a red ball suspended above the green ball.","Both of the balls fall.  The green ball hits the black bar and the red ball falls on top of the green ball.  The red ball rolls off the green ball to the right and pushes the green ball left into the purple bar."
00001-014.txt,static purple bar and small dynamic green ball,"The black platform is in the bottom, with a distance to the right wall slightly larger than the size of the red ball. The green ball is placed in the black platform at the right side.The purple platform in the right side.The red ball is slightly greater than the green ball","The red ball fall from the top. The black platform is in the bottom, with a distance to the right wall slightly larger than the size of the red ball. The red ball bounce on the black platform and moves to the left of the green ball. The purple platform in the right side"
00001-093.txt,static purple bar and small dynamic green ball,"There are two walls. black wall is placed slightly above the bottom wall and blue wall is placed at the right side of the wall .There are two balls red and green where red ball is bigger than green ball.Red ball is placed above right side of the wall and green ball is placed little left of the red ball","Both red and green ball falls down the black platform where red ball falls over green ball which make both to move. Red ball move to the left side of the wall and green ball moves to the right side of the wall and hits the blue platform."
00002-070.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a black platform extending from the right wall and above it there's a large red ball. Above the large red ball and a little to the left is a medium green ball, and the entire floor is purple.","The red ball falls and lands on the platform. Because the green ball was a little off-centered, it falls on the red ball and rolls to the left. It continues rolling off the platform and onto the purple floor."
00002-045.txt,static black bar and medium sized dynamic green ball and static purple bar,"A small red ball rests on a black platform attached to the right side. Above the red ball is a green slightly larger ball.","The green ball is dropped and lands on the left side of the small red ball. This propels it to the left rolling on the platform about twice its width and falling down to the floor rolling to the left about two widths away from the side."
00002-017.txt,static black bar and medium sized dynamic green ball and static purple bar,"A green ball hovering at the center top right. A red ball is hovering at the center right. A black wall bar is at the center right. A purple bar is the floor.","The green ball drops down onto the red ball, rolls off of it onto the black bar, rolls off that onto the purple bar at the left corner. The red ball rolls to the right a little."
00002-028.txt,static black bar and medium sized dynamic green ball and static purple bar,"The black platform is in the middle towards extreme right. The small green ball is hovering above the black platform. The larger red ball is placed slightly towards the left and below the green ball but above the black platform. The purple bar is at the bottom.","The green ball falls down and hits the red ball. Both the balls land on the black platform. As a result of the impact, the red ball moves towards right while the green ball moves towards the left. The green ball rolls down the left end of the black platform and hit the purple bar at the bottom."
00002-023.txt,static black bar and medium sized dynamic green ball and static purple bar,"The large red ball and medium green ball are in the air above a small black platform, on the right hand side of the screen. The entire floor is purple. The green  ball is slightly above the red ball.","The big red ball lands on the black platform and the green ball collides with it, bouncing off to the left. It touches the black platform and continues rolling left, falling off of the platform and landing on the purple floor."
00002-082.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a small green ball suspended over a larger red ball. Both balls are above a black platform, and the entire floor area is purple.","The balls fall, with the red landing first and the green landing on top of the red. It falls to the left, continues rolling off of the black platform, and lands on the purple ground."
00002-149.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a black bar and a red ball suspended above the black bar.  There is a green ball suspended above the red ball.","Both of the balls fall.  the red ball hits the black bar and the green ball falls onto the red ball.  It rolls off the red ball on the right and rolls off the black bar onto the purple bar on the ground."
00002-189.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a black bar and red ball suspended above the black bar.  There is a green ball suspended above the red ball.","The red and green balls fall.  the red ball lands on the black bar and the green ball lands on the red ball.  The green ball rolls off to the right side off the red ball and falls off the black bar onto the purple bar."
00002-130.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a small black platform on the right with a tiny red ball directly above it. There is a larger green ball above the red ball, and the entire floor is a purple goal area.","The tiny red ball falls and lands on the black small platform. The green ball falls and lands on top of the red ball- pushing it to the right against the wall, and causing the green  ball to roll to the left. It rolls off of the small black platform and onto the purple floor."
00002-134.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a horizontal purple bar with a red ball suspended above it and a green ball right above the red ball.","Both of the balls fall onto the purple bar.  The red ball hits the purple ball first and the green ball falls on top of the red ball and rolls off the purple bar onto the floor on the left side."
00002-113.txt,static black bar and medium sized dynamic green ball and static purple bar,"The green ball is suspended at the top of the graph and the red ball is slightly below the green ball slightly on the side.  They are both underneath the black platform.","The green and red ball fall onto the black platform.  The green ball rolls off and the red ball stays steady on the black platform."
00002-085.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a black platform with the red ball suspended above the platform and the green ball suspended above the red ball.","The green and the red ball fall from the suspended position onto the black platform.  The red ball rolls offs on the left side and the green ball rolls off from the right side."
00002-180.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a black platform and a red ball suspended above it.  There is a green ball suspended above the red ball.","The red and green balls fall and the red ball lands on the platform.  The green ball lands on the red ball and rolls to the right off the platform and onto the purple bar."
00002-194.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a black bar with a red ball suspended above it and a green ball suspended just above the red ball.","The green and red balls fall.  The red ball lands on the black bar and the green ball falls onto the red ball than rolls off the right side and lands on the purple bar."
00002-101.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a black bar on the right side with a red ball suspended above the black bar.  There is a green ball suspended above the red ball.","the red and green ball fall.  The red ball lands on the black bar and the green ball falls onto the red ball.  The green ball rolls off to the left side of the red ball onto the purple bar."
00002-007.txt,static black bar and medium sized dynamic green ball and static purple bar,"There is a black platform extending from the right wall. Above it is a large red ball and above the large red ball is a medium green ball.","The balls fall downwards, with the red ball hitting the platform first and the green ball landing on the red ball. The landing was not centered, so the green ball rolls off towards the left and continues rolling until it falls off of the black platform and onto the purple goal area."
00002-104.txt,static black bar and medium sized dynamic green ball and static purple bar,"The black platform is the middle of the left side with a distance of green ball is slightly greater than the red ball. The purple platform at the bottom. The green ball fall to the purple bar.","Both the ball in the black platform. The green ball are fall down. The green ball are first fall from to purple platform. The purple platform at the bottom."
